,image_id,file_path,pixel_size,label,difficulty,left_eye,right_eye,nose,mouth,img_array
1048,1049,data\real_and_fake_face\training_real\real_01049.jpg,600x600,real,real,,,,,"[[1. 1. 1.]
 [1. 1. 1.]
 [1. 1. 1.]
 ...
 [1. 1. 1.]
 [1. 1. 1.]
 [1. 1. 1.]]"
1049,1050,data\real_and_fake_face\training_real\real_01050.jpg,600x600,real,real,,,,,"[[0.70196078 0.59607843 0.41176471]
 [0.68627451 0.59607843 0.4       ]
 [0.69019608 0.6        0.40392157]
 ...
 [0.27843137 0.24705882 0.19607843]
 [0.28627451 0.25882353 0.18823529]
 [0.2745098  0.24705882 0.17254902]]"
1050,1051,data\real_and_fake_face\training_real\real_01051.jpg,600x600,real,real,,,,,"[[0.34117647 0.38039216 0.28627451]
 [0.34509804 0.38431373 0.29019608]
 [0.34901961 0.38039216 0.29019608]
 ...
 [0.54901961 0.62352941 0.37254902]
 [0.54509804 0.61960784 0.36862745]
 [0.54117647 0.61568627 0.36470588]]"
1051,1052,data\real_and_fake_face\training_real\real_01052.jpg,600x600,real,real,,,,,"[[0.78431373 0.69411765 0.23921569]
 [0.78431373 0.69411765 0.24705882]
 [0.79215686 0.70196078 0.2627451 ]
 ...
 [0.12941176 0.08235294 0.12156863]
 [0.12941176 0.08235294 0.12156863]
 [0.13333333 0.08627451 0.1254902 ]]"
1052,1053,data\real_and_fake_face\training_real\real_01053.jpg,600x600,real,real,,,,,"[[0.75294118 0.50196078 0.63529412]
 [0.74117647 0.49019608 0.62352941]
 [0.7372549  0.48627451 0.61960784]
 ...
 [0.8        0.81568627 0.92156863]
 [0.79607843 0.81176471 0.91764706]
 [0.79607843 0.81176471 0.91764706]]"
1053,1054,data\real_and_fake_face\training_real\real_01054.jpg,600x600,real,real,,,,,"[[0.63137255 0.8        0.83529412]
 [0.62352941 0.78039216 0.81960784]
 [0.63529412 0.79215686 0.83137255]
 ...
 [0.06666667 0.10980392 0.1254902 ]
 [0.04705882 0.10196078 0.10588235]
 [0.02352941 0.08627451 0.08627451]]"
1054,1055,data\real_and_fake_face\training_real\real_01055.jpg,600x600,real,real,,,,,"[[0.84313725 0.84705882 0.85490196]
 [0.85882353 0.8627451  0.87058824]
 [0.8627451  0.86666667 0.8745098 ]
 ...
 [0.41568627 0.23137255 0.11372549]
 [0.40392157 0.21960784 0.10196078]
 [0.39607843 0.21176471 0.09411765]]"
1055,1056,data\real_and_fake_face\training_real\real_01056.jpg,600x600,real,real,,,,,"[[0.83137255 0.75686275 0.69019608]
 [0.83137255 0.75686275 0.69019608]
 [0.83529412 0.76078431 0.69411765]
 ...
 [0.14901961 0.16470588 0.16862745]
 [0.10588235 0.12156863 0.1254902 ]
 [0.09019608 0.10588235 0.10980392]]"
1056,1057,data\real_and_fake_face\training_real\real_01057.jpg,600x600,real,real,,,,,"[[0.23137255 0.20392157 0.13333333]
 [0.23137255 0.20392157 0.12941176]
 [0.23137255 0.20784314 0.12156863]
 ...
 [0.2        0.16470588 0.12941176]
 [0.2        0.16862745 0.11764706]
 [0.18431373 0.15686275 0.09411765]]"
1057,1058,data\real_and_fake_face\training_real\real_01058.jpg,600x600,real,real,,,,,"[[0.71372549 0.4627451  0.32156863]
 [0.71372549 0.4627451  0.32156863]
 [0.71372549 0.47058824 0.3254902 ]
 ...
 [0.21176471 0.13333333 0.1372549 ]
 [0.22745098 0.14901961 0.15294118]
 [0.23529412 0.15686275 0.16078431]]"
1058,1059,data\real_and_fake_face\training_real\real_01059.jpg,600x600,real,real,,,,,"[[0.98431373 0.91764706 0.85490196]
 [0.98431373 0.91764706 0.85490196]
 [0.98431373 0.91764706 0.85490196]
 ...
 [0.58823529 0.42352941 0.2745098 ]
 [0.59215686 0.42745098 0.27843137]
 [0.58039216 0.41568627 0.25882353]]"
1059,1060,data\real_and_fake_face\training_real\real_01060.jpg,600x600,real,real,,,,,"[[0.44313725 0.32156863 0.23921569]
 [0.44313725 0.32156863 0.23921569]
 [0.44313725 0.32156863 0.23921569]
 ...
 [0.30196078 0.25490196 0.16078431]
 [0.30196078 0.2627451  0.15686275]
 [0.30588235 0.27058824 0.15686275]]"
1060,1061,data\real_and_fake_face\training_real\real_01061.jpg,600x600,real,real,,,,,"[[0.79215686 0.90196078 0.91372549]
 [0.79215686 0.90196078 0.91372549]
 [0.79215686 0.90196078 0.91372549]
 ...
 [0.55294118 0.29411765 0.29803922]
 [0.58823529 0.32941176 0.3372549 ]
 [0.63529412 0.38431373 0.38823529]]"
1061,1062,data\real_and_fake_face\training_real\real_01062.jpg,600x600,real,real,,,,,"[[0.94901961 0.9254902  0.87843137]
 [0.92156863 0.89803922 0.85098039]
 [0.96078431 0.93333333 0.89411765]
 ...
 [0.94117647 0.9254902  0.87843137]
 [0.96078431 0.94509804 0.89803922]
 [0.94509804 0.93333333 0.8745098 ]]"
1062,1063,data\real_and_fake_face\training_real\real_01063.jpg,600x600,real,real,,,,,"[[0.8745098  0.78823529 0.8       ]
 [0.87058824 0.79215686 0.79607843]
 [0.8745098  0.79607843 0.8       ]
 ...
 [0.83921569 0.76470588 0.74901961]
 [0.83529412 0.76078431 0.74509804]
 [0.83529412 0.76078431 0.74509804]]"
1063,1064,data\real_and_fake_face\training_real\real_01064.jpg,600x600,real,real,,,,,"[[0.83137255 0.77254902 0.74509804]
 [0.83137255 0.77254902 0.74509804]
 [0.83529412 0.77647059 0.74901961]
 ...
 [0.77647059 0.74509804 0.73333333]
 [0.77647059 0.74509804 0.73333333]
 [0.77647059 0.74509804 0.73333333]]"
1064,1065,data\real_and_fake_face\training_real\real_01065.jpg,600x600,real,real,,,,,"[[0.70196078 0.69411765 0.74901961]
 [0.70196078 0.69411765 0.74901961]
 [0.70588235 0.69803922 0.75294118]
 ...
 [0.92941176 0.92941176 0.9372549 ]
 [0.9254902  0.9254902  0.93333333]
 [0.9254902  0.9254902  0.93333333]]"
1065,1066,data\real_and_fake_face\training_real\real_01066.jpg,600x600,real,real,,,,,"[[0.85490196 0.91372549 0.98823529]
 [0.85490196 0.91372549 0.98823529]
 [0.85098039 0.90980392 0.98431373]
 ...
 [0.81960784 0.82745098 0.87843137]
 [0.81568627 0.82352941 0.8745098 ]
 [0.81568627 0.82352941 0.8745098 ]]"
1066,1067,data\real_and_fake_face\training_real\real_01067.jpg,600x600,real,real,,,,,"[[0.84313725 0.47058824 0.35294118]
 [0.85490196 0.48235294 0.37254902]
 [0.85098039 0.48235294 0.37254902]
 ...
 [0.53333333 0.39215686 0.19607843]
 [0.51764706 0.38823529 0.18823529]
 [0.57254902 0.44313725 0.24313725]]"
1067,1068,data\real_and_fake_face\training_real\real_01068.jpg,600x600,real,real,,,,,"[[0.49803922 0.49411765 0.4745098 ]
 [0.50196078 0.49803922 0.47843137]
 [0.50588235 0.50588235 0.4745098 ]
 ...
 [0.09803922 0.12941176 0.14117647]
 [0.09411765 0.1254902  0.1372549 ]
 [0.09019608 0.12156863 0.13333333]]"
1068,1069,data\real_and_fake_face\training_real\real_01069.jpg,600x600,real,real,,,,,"[[0.8627451  0.85098039 0.87843137]
 [0.8627451  0.85098039 0.87843137]
 [0.8627451  0.85098039 0.87843137]
 ...
 [0.34509804 0.23137255 0.2       ]
 [0.34901961 0.23921569 0.19607843]
 [0.34509804 0.23529412 0.18823529]]"
1069,1070,data\real_and_fake_face\training_real\real_01070.jpg,600x600,real,real,,,,,"[[0.85098039 0.87843137 0.91764706]
 [0.85098039 0.87843137 0.91764706]
 [0.8627451  0.87843137 0.92156863]
 ...
 [0.69019608 0.49019608 0.31372549]
 [0.65490196 0.45490196 0.27843137]
 [0.63137255 0.42352941 0.25882353]]"
1070,1071,data\real_and_fake_face\training_real\real_01071.jpg,600x600,real,real,,,,,"[[0.24313725 0.34117647 0.36078431]
 [0.23921569 0.3372549  0.35686275]
 [0.24313725 0.34117647 0.36078431]
 ...
 [0.10588235 0.03137255 0.11764706]
 [0.10980392 0.03529412 0.12156863]
 [0.11764706 0.04313725 0.12941176]]"
1071,1072,data\real_and_fake_face\training_real\real_01072.jpg,600x600,real,real,,,,,"[[0.85098039 0.77254902 0.54117647]
 [0.84705882 0.76862745 0.5372549 ]
 [0.8627451  0.78039216 0.53333333]
 ...
 [0.20784314 0.45882353 0.7372549 ]
 [0.21176471 0.47843137 0.75686275]
 [0.15686275 0.44313725 0.71372549]]"
1072,1073,data\real_and_fake_face\training_real\real_01073.jpg,600x600,real,real,,,,,"[[0.07843137 0.07843137 0.04705882]
 [0.07843137 0.07843137 0.04705882]
 [0.07843137 0.07843137 0.04705882]
 ...
 [0.07058824 0.0745098  0.05098039]
 [0.07843137 0.08235294 0.05882353]
 [0.08627451 0.09019608 0.06666667]]"
1073,1074,data\real_and_fake_face\training_real\real_01074.jpg,600x600,real,real,,,,,"[[0.29019608 0.30196078 0.18823529]
 [0.30196078 0.31372549 0.2       ]
 [0.30196078 0.31372549 0.2       ]
 ...
 [0.48627451 0.35294118 0.25490196]
 [0.50980392 0.37647059 0.27058824]
 [0.53333333 0.4        0.29411765]]"
1074,1075,data\real_and_fake_face\training_real\real_01075.jpg,600x600,real,real,,,,,"[[0.40392157 0.40392157 0.27058824]
 [0.4        0.4        0.26666667]
 [0.39607843 0.4        0.26666667]
 ...
 [0.14509804 0.15686275 0.08235294]
 [0.14901961 0.16078431 0.08627451]
 [0.14901961 0.16862745 0.09019608]]"
1075,1076,data\real_and_fake_face\training_real\real_01076.jpg,600x600,real,real,,,,,"[[0.58431373 0.09803922 0.09019608]
 [0.58823529 0.10196078 0.09411765]
 [0.58823529 0.10196078 0.09411765]
 ...
 [0.07843137 0.03921569 0.03529412]
 [0.0745098  0.03529412 0.03137255]
 [0.08235294 0.04313725 0.03921569]]"
1076,1077,data\real_and_fake_face\training_real\real_01077.jpg,600x600,real,real,,,,,"[[1. 1. 1.]
 [1. 1. 1.]
 [1. 1. 1.]
 ...
 [1. 1. 1.]
 [1. 1. 1.]
 [1. 1. 1.]]"
1077,1078,data\real_and_fake_face\training_real\real_01078.jpg,600x600,real,real,,,,,"[[0.2        0.17647059 0.17647059]
 [0.2        0.17647059 0.17647059]
 [0.20392157 0.18039216 0.18039216]
 ...
 [0.22352941 0.21568627 0.21960784]
 [0.22352941 0.21568627 0.21960784]
 [0.22352941 0.21568627 0.21960784]]"
1078,1079,data\real_and_fake_face\training_real\real_01079.jpg,600x600,real,real,,,,,"[[0.09411765 0.09411765 0.09411765]
 [0.09411765 0.09411765 0.09411765]
 [0.09411765 0.09411765 0.09411765]
 ...
 [0.09019608 0.09019608 0.09019608]
 [0.08235294 0.08235294 0.09019608]
 [0.12156863 0.11372549 0.13333333]]"
1079,1080,data\real_and_fake_face\training_real\real_01080.jpg,600x600,real,real,,,,,"[[0.42745098 0.49019608 0.49019608]
 [0.42352941 0.48627451 0.48627451]
 [0.42745098 0.49019608 0.49019608]
 ...
 [0.44313725 0.49803922 0.50196078]
 [0.44705882 0.50196078 0.50588235]
 [0.4627451  0.51764706 0.52156863]]"
1080,1081,data\real_and_fake_face\training_real\real_01081.jpg,600x600,real,real,,,,,"[[0.21176471 0.23137255 0.24313725]
 [0.16078431 0.18039216 0.19215686]
 [0.18823529 0.21960784 0.23137255]
 ...
 [0.74901961 0.51372549 0.41176471]
 [0.74509804 0.50980392 0.40784314]
 [0.76470588 0.52941176 0.42745098]]"
1081,1,data\real_and_fake_face\training_fake\easy_100_1111.jpg,600x600,fake,easy,1.0,1.0,1.0,1.0,"[[0.56470588 0.65490196 0.45098039]
 [0.56078431 0.65098039 0.44705882]
 [0.55686275 0.63529412 0.43529412]
 ...
 [0.64705882 0.58823529 0.4745098 ]
 [0.64313725 0.58431373 0.4627451 ]
 [0.64705882 0.58823529 0.46666667]]"
1082,2,data\real_and_fake_face\training_fake\easy_101_0010.jpg,600x600,fake,easy,0.0,0.0,1.0,0.0,"[[0.66666667 0.64705882 0.63137255]
 [0.65098039 0.63137255 0.61568627]
 [0.63529412 0.62352941 0.60392157]
 ...
 [0.29019608 0.23921569 0.16470588]
 [0.29019608 0.23921569 0.16470588]
 [0.28627451 0.23529412 0.16078431]]"
1083,3,data\real_and_fake_face\training_fake\easy_102_0101.jpg,600x600,fake,easy,0.0,1.0,0.0,1.0,"[[0.17254902 0.22745098 0.1254902 ]
 [0.17254902 0.22745098 0.1254902 ]
 [0.17254902 0.23137255 0.11764706]
 ...
 [0.60392157 0.55686275 0.32941176]
 [0.60784314 0.56078431 0.33333333]
 [0.61568627 0.56862745 0.34117647]]"
1084,4,data\real_and_fake_face\training_fake\easy_103_1111.jpg,600x600,fake,easy,1.0,1.0,1.0,1.0,"[[0.85098039 0.72156863 0.79607843]
 [0.84705882 0.71764706 0.79215686]
 [0.84313725 0.71372549 0.79607843]
 ...
 [0.30980392 0.24705882 0.18823529]
 [0.32156863 0.25882353 0.2       ]
 [0.34117647 0.27843137 0.21960784]]"
1085,5,data\real_and_fake_face\training_fake\easy_104_1000.jpg,600x600,fake,easy,1.0,0.0,0.0,0.0,"[[1.         1.         1.        ]
 [1.         1.         1.        ]
 [1.         1.         1.        ]
 ...
 [0.98039216 0.98431373 0.96470588]
 [0.98039216 0.98431373 0.96470588]
 [0.98039216 0.98431373 0.96470588]]"
1086,6,data\real_and_fake_face\training_fake\easy_105_1100.jpg,600x600,fake,easy,1.0,1.0,0.0,0.0,"[[0.41960784 0.38431373 0.40392157]
 [0.38823529 0.36470588 0.37254902]
 [0.27843137 0.2627451  0.26666667]
 ...
 [0.56078431 0.44705882 0.38431373]
 [0.47843137 0.37647059 0.31764706]
 [0.40392157 0.31372549 0.25098039]]"
1087,7,data\real_and_fake_face\training_fake\easy_106_0011.jpg,600x600,fake,easy,0.0,0.0,1.0,1.0,"[[0.68627451 0.67058824 0.5254902 ]
 [0.69411765 0.68235294 0.54509804]
 [0.62352941 0.64705882 0.50588235]
 ...
 [0.64705882 0.63137255 0.58823529]
 [0.64705882 0.63137255 0.58823529]
 [0.64705882 0.63137255 0.58823529]]"
1088,8,data\real_and_fake_face\training_fake\easy_107_1011.jpg,600x600,fake,easy,1.0,0.0,1.0,1.0,"[[0.70196078 0.55294118 0.4627451 ]
 [0.70196078 0.56078431 0.4745098 ]
 [0.70588235 0.56862745 0.49019608]
 ...
 [0.73333333 0.73333333 0.77254902]
 [0.7372549  0.7372549  0.77647059]
 [0.77254902 0.77254902 0.81176471]]"
1089,9,data\real_and_fake_face\training_fake\easy_108_1111.jpg,600x600,fake,easy,1.0,1.0,1.0,1.0,"[[0.49803922 0.47843137 0.49411765]
 [0.49803922 0.4745098  0.48235294]
 [0.49411765 0.47058824 0.47843137]
 ...
 [0.09019608 0.09411765 0.10980392]
 [0.09019608 0.09411765 0.10980392]
 [0.08627451 0.09019608 0.10588235]]"
1090,10,data\real_and_fake_face\training_fake\easy_109_1111.jpg,600x600,fake,easy,1.0,1.0,1.0,1.0,"[[0.60392157 0.58431373 0.56078431]
 [0.6        0.58039216 0.55686275]
 [0.60784314 0.58823529 0.56470588]
 ...
 [0.35294118 0.35686275 0.3254902 ]
 [0.36078431 0.36470588 0.33333333]
 [0.35686275 0.35686275 0.3254902 ]]"
1091,11,data\real_and_fake_face\training_fake\easy_10_0001.jpg,600x600,fake,easy,0.0,0.0,0.0,1.0,"[[0.96470588 0.94901961 0.9372549 ]
 [0.96470588 0.94901961 0.9372549 ]
 [0.96470588 0.94901961 0.9372549 ]
 ...
 [0.91764706 0.92156863 0.9372549 ]
 [0.92156863 0.9254902  0.94117647]
 [0.92156863 0.9254902  0.94117647]]"
1092,12,data\real_and_fake_face\training_fake\easy_110_0001.jpg,600x600,fake,easy,0.0,0.0,0.0,1.0,"[[1. 1. 1.]
 [1. 1. 1.]
 [1. 1. 1.]
 ...
 [1. 1. 1.]
 [1. 1. 1.]
 [1. 1. 1.]]"
1093,13,data\real_and_fake_face\training_fake\easy_111_1101.jpg,600x600,fake,easy,1.0,1.0,0.0,1.0,"[[0.86666667 0.85490196 0.88235294]
 [0.86666667 0.85490196 0.88235294]
 [0.86666667 0.85490196 0.88235294]
 ...
 [0.73333333 0.7254902  0.7372549 ]
 [0.72156863 0.71372549 0.7254902 ]
 [0.7254902  0.71764706 0.72941176]]"
1094,14,data\real_and_fake_face\training_fake\easy_112_1001.jpg,600x600,fake,easy,1.0,0.0,0.0,1.0,"[[0.98823529 0.98823529 0.98823529]
 [0.98823529 0.98823529 0.98823529]
 [0.98823529 0.98823529 0.98823529]
 ...
 [0.5372549  0.49411765 0.47843137]
 [0.53333333 0.49803922 0.47843137]
 [0.53333333 0.50196078 0.49019608]]"
1095,15,data\real_and_fake_face\training_fake\easy_113_0011.jpg,600x600,fake,easy,0.0,0.0,1.0,1.0,"[[0.64313725 0.79215686 0.9372549 ]
 [0.64313725 0.79215686 0.9372549 ]
 [0.65098039 0.78823529 0.9372549 ]
 ...
 [0.23529412 0.24705882 0.2745098 ]
 [0.23529412 0.24705882 0.26666667]
 [0.23921569 0.24313725 0.2627451 ]]"
1096,16,data\real_and_fake_face\training_fake\easy_114_1110.jpg,600x600,fake,easy,1.0,1.0,1.0,0.0,"[[0.73333333 0.76862745 0.79607843]
 [0.74901961 0.78431373 0.81176471]
 [0.8        0.83529412 0.8627451 ]
 ...
 [0.07058824 0.16078431 0.18431373]
 [0.07058824 0.16078431 0.18431373]
 [0.01960784 0.10980392 0.13333333]]"
1097,17,data\real_and_fake_face\training_fake\easy_115_0010.jpg,600x600,fake,easy,0.0,0.0,1.0,0.0,"[[0.89803922 0.90196078 0.88235294]
 [0.89803922 0.90196078 0.88235294]
 [0.89803922 0.90196078 0.88235294]
 ...
 [0.90980392 0.90980392 0.87058824]
 [0.90980392 0.90980392 0.87058824]
 [0.90980392 0.90980392 0.87058824]]"
1098,18,data\real_and_fake_face\training_fake\easy_116_111.jpg,600x600,fake,easy,0.0,0.0,0.0,0.0,"[[0.05882353 0.05882353 0.06666667]
 [0.09019608 0.09019608 0.09803922]
 [0.1254902  0.1254902  0.13333333]
 ...
 [0.81568627 0.83529412 0.85098039]
 [0.81176471 0.82352941 0.84313725]
 [0.80784314 0.82352941 0.83529412]]"
1099,19,data\real_and_fake_face\training_fake\easy_117_0101.jpg,600x600,fake,easy,0.0,1.0,0.0,1.0,"[[0.36470588 0.23529412 0.16078431]
 [0.36862745 0.23137255 0.15686275]
 [0.36470588 0.22745098 0.15294118]
 ...
 [0.09803922 0.11764706 0.19607843]
 [0.10196078 0.12156863 0.2       ]
 [0.10588235 0.1254902  0.20392157]]"
1100,20,data\real_and_fake_face\training_fake\easy_118_1111.jpg,600x600,fake,easy,1.0,1.0,1.0,1.0,"[[0.79607843 0.79607843 0.78823529]
 [0.78039216 0.78039216 0.77254902]
 [0.77254902 0.78039216 0.76862745]
 ...
 [0.76470588 0.79215686 0.83137255]
 [0.71764706 0.74509804 0.76862745]
 [0.68627451 0.71764706 0.72941176]]"
1101,21,data\real_and_fake_face\training_fake\easy_119_0011.jpg,600x600,fake,easy,0.0,0.0,1.0,1.0,"[[0.40392157 0.07843137 0.02352941]
 [0.34901961 0.12156863 0.03529412]
 [0.32941176 0.14117647 0.05098039]
 ...
 [0.23921569 0.16470588 0.10588235]
 [0.24313725 0.15686275 0.10588235]
 [0.24313725 0.14901961 0.10196078]]"
1102,22,data\real_and_fake_face\training_fake\easy_11_1111.jpg,600x600,fake,easy,1.0,1.0,1.0,1.0,"[[0.2745098  0.19215686 0.18039216]
 [0.28235294 0.2        0.18823529]
 [0.30980392 0.22745098 0.21568627]
 ...
 [0.50196078 0.51372549 0.58039216]
 [0.50196078 0.51372549 0.58039216]
 [0.50196078 0.51372549 0.58039216]]"
1103,23,data\real_and_fake_face\training_fake\easy_120_0011.jpg,600x600,fake,easy,0.0,0.0,1.0,1.0,"[[0.96078431 0.96470588 0.98039216]
 [0.96470588 0.96862745 0.98431373]
 [0.96862745 0.97254902 0.98823529]
 ...
 [0.79607843 0.76862745 0.69803922]
 [0.81568627 0.79215686 0.72941176]
 [0.82745098 0.81568627 0.75686275]]"
1104,24,data\real_and_fake_face\training_fake\easy_121_0011.jpg,600x600,fake,easy,0.0,0.0,1.0,1.0,"[[0.61960784 0.63529412 0.63921569]
 [0.61960784 0.63529412 0.63921569]
 [0.61568627 0.63137255 0.63529412]
 ...
 [0.76470588 0.76078431 0.75294118]
 [0.76470588 0.76078431 0.75294118]
 [0.76470588 0.76078431 0.75294118]]"
1105,25,data\real_and_fake_face\training_fake\easy_122_1011.jpg,600x600,fake,easy,1.0,0.0,1.0,1.0,"[[0.41568627 0.36078431 0.18431373]
 [0.41568627 0.36078431 0.18431373]
 [0.41568627 0.36078431 0.18431373]
 ...
 [0.67843137 0.64313725 0.58431373]
 [0.6745098  0.63529412 0.58823529]
 [0.6745098  0.63529412 0.58823529]]"
1106,26,data\real_and_fake_face\training_fake\easy_123_0100.jpg,600x600,fake,easy,0.0,1.0,0.0,0.0,"[[0.00392157 0.00784314 0.01568627]
 [0.00392157 0.00784314 0.01568627]
 [0.00392157 0.00784314 0.01568627]
 ...
 [0.01568627 0.         0.        ]
 [0.01568627 0.         0.        ]
 [0.01568627 0.         0.        ]]"
1107,27,data\real_and_fake_face\training_fake\easy_124_1110.jpg,600x600,fake,easy,1.0,1.0,1.0,0.0,"[[0.45098039 0.37254902 0.2745098 ]
 [0.43137255 0.35294118 0.25882353]
 [0.39607843 0.3254902  0.23137255]
 ...
 [0.20784314 0.20392157 0.26666667]
 [0.21176471 0.20784314 0.27058824]
 [0.22352941 0.21960784 0.2745098 ]]"
1108,28,data\real_and_fake_face\training_fake\easy_125_0011.jpg,600x600,fake,easy,0.0,0.0,1.0,1.0,"[[0.67058824 0.6627451  0.6745098 ]
 [0.69803922 0.69019608 0.70196078]
 [0.70196078 0.68235294 0.69803922]
 ...
 [0.75686275 0.77254902 0.80784314]
 [0.75294118 0.76862745 0.80392157]
 [0.73333333 0.74901961 0.78431373]]"
1109,29,data\real_and_fake_face\training_fake\easy_126_0111.jpg,600x600,fake,easy,0.0,1.0,1.0,1.0,"[[0.75294118 0.91372549 0.89019608]
 [0.74509804 0.90588235 0.88235294]
 [0.74117647 0.90196078 0.87843137]
 ...
 [0.07058824 0.09411765 0.08627451]
 [0.07843137 0.10196078 0.09411765]
 [0.07058824 0.09411765 0.08627451]]"
1110,30,data\real_and_fake_face\training_fake\easy_127_0001.jpg,600x600,fake,easy,0.0,0.0,0.0,1.0,"[[0.15294118 0.14901961 0.13333333]
 [0.15294118 0.14901961 0.13333333]
 [0.15294118 0.14901961 0.13333333]
 ...
 [0.36862745 0.35294118 0.30980392]
 [0.36862745 0.35294118 0.30980392]
 [0.36862745 0.35294118 0.31764706]]"
1111,31,data\real_and_fake_face\training_fake\easy_128_0111.jpg,600x600,fake,easy,0.0,1.0,1.0,1.0,"[[0.70196078 0.69411765 0.74901961]
 [0.69803922 0.69019608 0.74509804]
 [0.69411765 0.68627451 0.74117647]
 ...
 [0.92941176 0.93333333 0.94117647]
 [0.93333333 0.9372549  0.94509804]
 [0.93333333 0.9372549  0.94509804]]"
1112,32,data\real_and_fake_face\training_fake\easy_129_1111.jpg,600x600,fake,easy,1.0,1.0,1.0,1.0,"[[0.77647059 0.8745098  0.90196078]
 [0.77647059 0.8745098  0.90196078]
 [0.77254902 0.87058824 0.89803922]
 ...
 [0.63921569 0.74509804 0.81176471]
 [0.64705882 0.75294118 0.81960784]
 [0.65882353 0.76470588 0.83137255]]"
1113,33,data\real_and_fake_face\training_fake\easy_12_1110.jpg,600x600,fake,easy,1.0,1.0,1.0,0.0,"[[0.46666667 0.67058824 0.85882353]
 [0.4627451  0.66666667 0.85490196]
 [0.45882353 0.6627451  0.85098039]
 ...
 [0.30196078 0.27843137 0.23137255]
 [0.29803922 0.2745098  0.22745098]
 [0.29411765 0.27058824 0.21568627]]"
1114,34,data\real_and_fake_face\training_fake\easy_130_1101.jpg,600x600,fake,easy,1.0,1.0,0.0,1.0,"[[0.38823529 0.2745098  0.20392157]
 [0.39215686 0.27843137 0.20784314]
 [0.39215686 0.27843137 0.20784314]
 ...
 [0.30588235 0.28235294 0.15686275]
 [0.31372549 0.27843137 0.14901961]
 [0.30980392 0.2745098  0.14509804]]"
1115,35,data\real_and_fake_face\training_fake\easy_131_1001.jpg,600x600,fake,easy,1.0,0.0,0.0,1.0,"[[0.39215686 0.30196078 0.16862745]
 [0.37254902 0.28235294 0.14901961]
 [0.39215686 0.30196078 0.16862745]
 ...
 [0.97254902 0.67058824 0.45098039]
 [0.97254902 0.67058824 0.45098039]
 [0.97254902 0.67058824 0.45098039]]"
1116,36,data\real_and_fake_face\training_fake\easy_132_0110.jpg,600x600,fake,easy,0.0,1.0,1.0,0.0,"[[0.59215686 0.59607843 0.57254902]
 [0.58823529 0.59215686 0.56862745]
 [0.58039216 0.58823529 0.56862745]
 ...
 [0.08235294 0.07843137 0.10196078]
 [0.07058824 0.06666667 0.09019608]
 [0.05882353 0.05490196 0.07843137]]"
1117,37,data\real_and_fake_face\training_fake\easy_133_1100.jpg,600x600,fake,easy,1.0,1.0,0.0,0.0,"[[0.48235294 0.58823529 0.55294118]
 [0.4745098  0.58039216 0.54509804]
 [0.48235294 0.58823529 0.55294118]
 ...
 [1.         0.29411765 0.47058824]
 [0.97647059 0.26666667 0.44313725]
 [0.96078431 0.24313725 0.42352941]]"
1118,38,data\real_and_fake_face\training_fake\easy_134_0001.jpg,600x600,fake,easy,0.0,0.0,0.0,1.0,"[[0.77254902 0.77647059 0.30980392]
 [0.77647059 0.78039216 0.31372549]
 [0.77647059 0.78039216 0.31372549]
 ...
 [0.32156863 0.50980392 0.21960784]
 [0.32156863 0.50980392 0.21960784]
 [0.32941176 0.51764706 0.22745098]]"
1119,39,data\real_and_fake_face\training_fake\easy_135_0011.jpg,600x600,fake,easy,0.0,0.0,1.0,1.0,"[[0.36078431 0.34901961 0.38431373]
 [0.34901961 0.3372549  0.37254902]
 [0.36862745 0.35686275 0.39215686]
 ...
 [0.37254902 0.36078431 0.39607843]
 [0.3372549  0.3254902  0.36078431]
 [0.39215686 0.38039216 0.41568627]]"
1120,40,data\real_and_fake_face\training_fake\easy_136_0111.jpg,600x600,fake,easy,0.0,1.0,1.0,1.0,"[[0.47843137 0.4745098  0.49411765]
 [0.4745098  0.47058824 0.49019608]
 [0.47058824 0.46666667 0.48627451]
 ...
 [0.44705882 0.45490196 0.43529412]
 [0.45882353 0.46666667 0.44705882]
 [0.45882353 0.46666667 0.44705882]]"
1121,41,data\real_and_fake_face\training_fake\easy_137_0001.jpg,600x600,fake,easy,0.0,0.0,0.0,1.0,"[[0.55686275 0.49411765 0.44313725]
 [0.58039216 0.51764706 0.46666667]
 [0.59215686 0.52941176 0.47843137]
 ...
 [0.8        0.7372549  0.67843137]
 [0.79215686 0.72941176 0.67058824]
 [0.78039216 0.71764706 0.65882353]]"
1122,42,data\real_and_fake_face\training_fake\easy_138_0101.jpg,600x600,fake,easy,0.0,1.0,0.0,1.0,"[[0.94117647 0.93333333 0.94509804]
 [0.94117647 0.93333333 0.94509804]
 [0.9372549  0.92941176 0.94117647]
 ...
 [0.2627451  0.25098039 0.33333333]
 [0.25882353 0.21176471 0.29803922]
 [0.24313725 0.17254902 0.25882353]]"
1123,43,data\real_and_fake_face\training_fake\easy_139_0110.jpg,600x600,fake,easy,0.0,1.0,1.0,0.0,"[[0.6        0.62352941 0.68627451]
 [0.60784314 0.63137255 0.69411765]
 [0.58823529 0.61176471 0.6745098 ]
 ...
 [0.59215686 0.61176471 0.62745098]
 [0.58039216 0.6        0.61568627]
 [0.58039216 0.6        0.61568627]]"
